,id,income,recency,wines,fruits,meat,fish,sweets,gold,customers_engagement,age,kids,total_amount_spent,marital_status,education
1418,5654,36026.0,34,20,4,10,6,4,17,0,42,3,61,In relationship,PG
1419,4098,24639.0,3,20,3,16,0,4,1,0,41,2,44,In relationship,PG
1420,5824,34578.0,1,7,0,1,0,0,0,0,42,3,8,In relationship,PG
1421,7000,65704.0,18,279,172,74,38,8,246,1,42,0,817,Single,PG
1422,2561,63810.0,45,977,12,253,16,12,101,2,48,1,1371,Single,PG
1423,5229,54132.0,81,30,1,8,0,0,3,0,45,1,42,In relationship,PG
1424,4086,18690.0,77,6,1,7,23,4,19,2,55,0,60,In relationship,PG
1425,2428,28164.0,23,3,18,26,11,8,12,1,44,1,78,In relationship,PG
1426,8254,34596.0,48,14,0,2,0,0,7,1,40,1,23,In relationship,PG
1427,2836,43269.0,61,10,1,7,0,0,1,1,42,1,19,In relationship,PG
1428,8418,38741.0,60,7,10,17,8,6,13,0,56,2,61,Single,PG
1429,1362,31907.0,75,33,87,64,175,16,74,1,42,0,449,Single,PG
1430,7152,27100.0,64,12,0,13,2,0,10,1,31,1,37,In relationship,PG
1431,10033,31163.0,54,2,3,10,11,2,10,0,41,1,38,Single,PG
1432,9349,92533.0,84,693,21,118,110,147,42,1,29,0,1131,In relationship,PG
1433,274,34853.0,75,9,3,15,2,3,2,1,41,2,34,Single,PG
1434,3388,70844.0,16,129,26,67,3,67,2,1,47,2,294,Single,PG
1435,922,31086.0,79,16,2,11,3,0,16,1,35,2,48,In relationship,PG
1436,8588,60544.0,92,201,2,43,3,5,35,2,53,2,289,In relationship,PG
1437,2518,20491.0,16,5,4,5,4,2,10,1,28,0,30,In relationship,PG
1438,574,42523.0,96,14,36,11,3,26,35,0,50,0,125,In relationship,PG
1439,3220,39922.0,30,29,12,59,19,1,36,1,31,1,156,In relationship,PG
1440,5967,33402.0,60,26,2,19,10,5,8,1,62,2,70,In relationship,PG
1441,1183,36408.0,11,9,1,4,3,2,3,1,65,2,22,In relationship,PG
1442,6856,21645.0,75,14,0,23,4,5,19,2,35,1,65,In relationship,PG
1443,4530,78427.0,36,972,19,595,180,26,138,2,66,0,1930,Single,PG
1444,1553,82657.0,71,966,168,672,246,105,126,1,68,0,2283,In relationship,PG
1445,4682,51876.0,88,99,27,102,28,48,6,1,56,0,310,In relationship,PG
1446,8204,78041.0,93,482,35,553,72,160,17,2,43,0,1319,In relationship,PG
1447,5221,52852.0,93,714,8,99,11,0,47,2,57,1,879,In relationship,PG
1448,1232,70038.0,54,587,54,348,71,54,130,1,32,0,1244,In relationship,PG
1449,1927,69401.0,41,399,27,159,58,8,39,0,41,1,690,In relationship,PG
1450,5788,46053.0,46,56,10,92,19,7,25,1,42,1,209,In relationship,PG
1451,6652,77343.0,28,227,151,573,98,54,31,0,49,0,1134,In relationship,PG
1452,6246,73892.0,40,703,102,601,0,58,43,1,61,0,1507,Single,PG
1453,5975,40304.0,82,37,0,17,0,0,3,1,47,1,57,Single,PG
1454,6875,32727.0,38,167,13,180,86,13,70,2,49,0,529,In relationship,PG
1455,4399,68695.0,3,458,81,356,106,50,40,0,45,0,1091,In relationship,PG
1456,4042,43300.0,87,91,3,52,2,1,31,2,43,1,180,Single,PG
1457,2157,26290.0,49,15,8,16,11,5,22,1,42,2,77,In relationship,PG
1458,10133,93790.0,16,1302,68,731,89,114,45,0,44,0,2349,Single,PG
1459,2525,38410.0,65,153,64,123,116,64,14,2,40,0,534,In relationship,PG
1460,8233,64866.0,9,508,5,21,7,5,10,0,64,1,556,Single,PG
1461,9483,57957.0,24,290,59,177,77,5,29,1,55,1,637,In relationship,PG
1462,2945,46015.0,25,38,0,2,0,0,6,0,59,2,46,In relationship,PG
1463,10403,16531.0,43,2,13,6,7,5,11,0,36,1,44,In relationship,PG
1464,5074,28072.0,10,30,0,10,2,0,5,1,28,1,47,In relationship,PG
1465,10524,49476.0,29,386,23,95,54,41,196,1,51,1,795,Single,PG
1466,4690,50725.0,45,443,10,75,0,10,48,1,61,1,586,In relationship,PG
1467,7521,83844.0,57,901,31,345,75,31,191,1,62,0,1574,In relationship,PG
1468,7196,41145.0,20,9,0,3,0,0,1,0,64,2,13,In relationship,PG
1469,4406,67419.0,29,846,84,352,91,56,42,1,44,1,1471,In relationship,PG
1470,9672,23162.0,82,8,3,9,19,4,22,1,44,2,65,In relationship,PG
1471,4864,34380.0,68,72,7,58,13,1,24,1,37,1,175,In relationship,PG
1472,4706,34704.0,65,29,0,5,0,1,5,1,48,1,40,Single,PG
1473,4070,94871.0,99,169,24,553,188,0,144,2,45,2,1078,In relationship,PG
1474,25,65148.0,9,460,35,422,33,12,153,2,56,1,1115,In relationship,PG
1475,3697,39898.0,20,69,8,26,12,7,12,1,60,1,134,In relationship,PG
1476,217,64857.0,78,556,14,717,210,0,43,2,58,0,1540,Single,PG
1477,4220,59892.0,26,73,0,13,0,1,0,1,44,1,87,In relationship,PG
1478,5286,41020.0,68,112,1,54,7,7,36,1,27,0,217,Single,PG
1479,9559,57072.0,79,944,0,60,0,0,30,0,53,1,1034,In relationship,PG
1480,2849,60474.0,25,265,199,303,234,9,170,1,35,1,1180,Single,PG
1481,7787,62807.0,83,526,28,135,10,21,99,2,54,1,819,In relationship,PG
1482,3102,19414.0,32,2,3,12,3,5,7,1,33,1,32,In relationship,PG
1483,5868,19107.0,49,2,4,9,10,5,16,1,34,1,46,In relationship,PG
1484,8370,75484.0,50,378,97,259,197,194,34,2,38,1,1159,In relationship,PG
1485,9988,70379.0,84,553,25,142,65,67,8,1,38,1,860,Single,PG
1486,2939,79419.0,96,751,127,687,20,15,31,0,44,0,1631,In relationship,PG
1487,5529,64014.0,56,406,0,30,0,0,8,0,68,3,444,In relationship,PG
1488,9743,76998.0,85,1449,89,161,69,35,107,1,59,1,1910,In relationship,PG
1489,5763,49854.0,63,123,17,171,39,0,30,1,42,1,380,In relationship,PG
1490,3478,60585.0,17,267,42,309,55,42,21,1,43,2,736,In relationship,PG
1491,7494,42873.0,11,209,0,40,3,2,15,1,64,2,269,Single,PG
1492,1763,87679.0,62,1259,172,815,97,148,33,1,26,0,2524,In relationship,PG
1493,7250,57867.0,48,344,35,178,15,23,17,1,36,1,612,In relationship,PG
1494,2005,35765.0,86,22,3,30,0,5,15,1,24,1,75,In relationship,PG
1495,10770,65492.0,73,247,161,295,210,85,47,0,55,0,1045,In relationship,PG
1496,6885,32952.0,36,38,0,12,3,1,1,1,37,1,55,Single,PG
1497,2072,53374.0,34,896,10,101,13,10,34,2,45,1,1064,In relationship,PG
1498,9463,71706.0,16,931,56,253,91,98,14,2,55,1,1443,In relationship,PG
1499,6318,68487.0,48,758,12,385,33,89,89,1,26,0,1366,In relationship,PG
1500,4093,53253.0,61,216,9,57,20,9,125,1,39,2,436,In relationship,PG
1501,5751,31163.0,54,2,3,10,11,2,10,0,41,1,38,Single,PG
1502,3340,42014.0,56,244,15,108,4,15,50,2,37,1,436,In relationship,PG
1503,3594,54108.0,74,539,6,91,8,6,97,2,41,2,747,In relationship,PG
1504,3584,49667.0,35,1181,26,120,17,13,39,2,59,0,1396,Single,PG
1505,3643,63206.0,65,750,8,125,11,8,26,0,40,0,928,In relationship,PG
1506,851,57136.0,48,306,5,109,21,109,92,1,42,2,642,In relationship,PG
1507,7706,46772.0,88,350,104,189,197,151,57,2,39,1,1048,In relationship,PG
1508,3967,78931.0,19,331,197,170,58,152,35,1,43,0,943,In relationship,PG
1509,10128,53977.0,21,620,16,165,0,24,82,1,56,1,907,In relationship,PG
1510,486,84219.0,27,434,137,400,45,137,45,0,26,0,1198,In relationship,PG
1511,9,46098.0,86,57,0,27,0,0,36,2,39,2,120,Single,PG
1512,9451,73538.0,92,811,76,428,99,137,107,2,49,1,1658,In relationship,PG
1513,9264,79529.0,1,423,42,706,73,197,197,0,28,0,1638,In relationship,PG
1514,3865,20981.0,14,2,12,10,6,13,30,1,37,0,73,In relationship,PG
1515,2853,51766.0,74,60,51,87,6,20,51,0,34,1,275,Single,PG
1516,1490,55759.0,84,675,0,85,10,7,77,2,52,1,854,In relationship,PG
1517,6310,33039.0,4,30,8,12,8,8,12,1,36,1,78,In relationship,PG
1518,10380,37787.0,50,40,1,40,4,3,18,1,42,1,106,In relationship,PG
1519,3887,27242.0,2,3,17,26,20,1,39,2,44,1,106,Single,PG
1520,4278,87188.0,73,910,111,724,49,74,55,1,31,0,1923,Single,PG
1521,8643,69930.0,21,252,98,827,219,70,196,1,43,0,1662,In relationship,PG
1522,1998,37697.0,82,34,6,21,11,4,8,0,38,1,84,Single,PG
1523,10795,37401.0,14,19,3,19,3,1,3,0,41,1,48,In relationship,PG
1524,11110,3502.0,56,2,1,1,0,0,1,1,41,1,5,Single,PG
1525,2408,58597.0,20,490,0,184,10,28,21,2,38,2,733,In relationship,PG
1526,202,82032.0,54,332,194,377,149,125,57,0,66,0,1234,Single,PG
1527,7998,28087.0,77,53,8,17,13,0,21,2,56,2,112,In relationship,PG
1528,830,74004.0,5,784,48,560,42,176,48,0,27,0,1658,Single,PG
1529,3536,19740.0,65,7,11,3,10,4,20,1,54,1,55,In relationship,PG
1530,6050,57036.0,33,1171,43,219,19,14,47,2,39,1,1513,In relationship,PG
1531,125,53083.0,65,215,7,33,3,0,13,1,56,2,271,In relationship,PG
1532,3463,69283.0,41,674,62,134,0,26,8,0,39,1,904,In relationship,PG
1533,2804,46098.0,86,57,0,27,0,0,36,2,39,2,120,Single,PG
1534,3745,23331.0,92,5,36,7,0,10,45,2,26,1,103,In relationship,PG
1535,9771,23331.0,97,104,20,101,24,15,5,2,26,1,269,Single,PG
1536,451,9255.0,91,9,0,7,2,0,4,1,25,1,22,Single,PG
1537,10530,67786.0,0,431,82,441,80,20,102,1,55,0,1156,Single,PG
1538,1079,71969.0,59,1000,0,76,0,0,10,2,43,1,1086,In relationship,PG
1539,8920,59235.0,4,448,40,469,80,0,91,1,47,1,1128,Single,PG
1540,6678,31928.0,5,33,4,24,4,2,5,0,25,1,72,In relationship,PG
1541,3852,74881.0,48,505,72,270,36,27,54,1,53,2,964,In relationship,PG
1542,528,65819.0,99,267,38,701,149,165,63,2,36,0,1383,In relationship,PG
1543,73,51411.0,81,14,0,3,0,0,1,1,61,3,18,Single,PG
1544,5589,51983.0,95,631,0,115,10,7,30,2,50,1,793,Single,PG
1545,10212,42386.0,43,65,4,16,0,4,11,1,28,1,100,In relationship,PG
1546,6365,30390.0,5,10,12,12,25,1,20,1,27,0,80,In relationship,PG
1547,5636,30983.0,50,51,4,50,12,1,49,2,51,0,167,Single,PG
1548,591,66033.0,76,293,35,179,46,59,65,1,57,1,677,Single,PG
1549,2217,37284.0,46,11,1,2,2,1,6,1,39,2,23,In relationship,PG
1550,2544,57530.0,68,50,1,27,6,7,1,1,63,1,92,Single,PG
1551,7725,76800.0,33,173,26,255,35,71,81,0,49,0,641,In relationship,PG
1552,8091,63943.0,50,423,184,368,13,97,21,2,58,1,1106,In relationship,PG
1553,7321,76081.0,85,292,30,415,63,33,200,0,52,0,1033,In relationship,PG
1554,5462,67445.0,63,757,80,217,29,80,11,2,40,1,1174,In relationship,PG
1555,7791,37054.0,89,12,1,6,0,1,5,1,47,2,25,In relationship,PG
1556,955,47175.0,81,167,2,44,6,2,19,2,52,2,240,In relationship,PG
1557,4037,31859.0,77,3,1,3,8,0,5,1,38,1,20,Single,PG
1558,6642,27215.0,50,30,5,22,8,9,28,1,53,3,102,Single,PG
1559,2793,70179.0,10,532,88,168,69,44,133,1,38,1,1034,Single,PG
1560,5424,39922.0,30,29,12,59,19,1,36,1,31,1,156,In relationship,PG
1561,879,49681.0,66,411,0,26,0,0,21,1,38,2,458,In relationship,PG
1562,9530,24645.0,16,5,3,4,4,1,0,2,26,1,17,In relationship,PG
1563,4828,79865.0,12,71,99,278,185,121,38,0,60,1,792,Single,PG
1564,10699,44322.0,30,46,0,40,3,0,3,0,29,1,92,In relationship,PG
1565,1497,47958.0,8,268,11,88,15,3,22,1,62,1,407,Single,PG
1566,7476,63972.0,93,928,63,254,0,12,12,2,50,1,1269,Single,PG
1567,4390,75315.0,14,459,15,171,142,23,31,0,60,1,841,In relationship,PG
1568,10478,55517.0,53,483,0,108,0,6,36,2,64,2,633,In relationship,PG
1569,1081,75283.0,26,733,9,180,12,19,66,1,57,3,1019,In relationship,PG
1570,4261,82800.0,23,1006,22,115,59,68,45,2,68,0,1315,Single,PG
1571,9916,38998.0,92,34,1,14,0,0,5,2,60,2,54,In relationship,PG
1572,5350,90638.0,29,1156,120,915,94,144,96,0,23,0,2525,Single,PG
1573,8135,27161.0,41,7,4,23,7,0,11,1,28,1,52,In relationship,PG
1574,8685,42014.0,56,244,15,108,4,15,50,2,37,1,436,In relationship,PG
1575,4967,38201.0,19,233,0,23,0,0,12,1,54,1,268,In relationship,PG
1576,2130,45203.0,4,35,3,67,10,8,24,0,32,2,147,In relationship,PG
1577,9298,81574.0,89,1252,0,465,46,35,0,0,67,0,1798,In relationship,PG
1578,8175,34935.0,71,34,4,66,3,10,20,1,22,0,137,In relationship,PG
1579,6257,60482.0,81,255,43,134,37,14,24,1,38,1,507,Single,PG
1580,3790,34633.0,31,8,1,5,0,0,1,0,58,3,15,In relationship,PG
1581,9952,78093.0,53,368,32,639,13,43,10,1,67,0,1105,In relationship,PG
1582,3503,82460.0,78,255,47,573,52,32,15,1,64,0,974,Single,PG
1583,5223,45903.0,80,33,8,10,2,10,3,0,48,1,66,In relationship,PG
1584,4608,81361.0,18,163,23,424,27,65,76,0,27,0,778,Single,PG
1585,1626,35860.0,37,15,0,8,4,2,20,0,41,2,49,Single,PG
1586,4764,40442.0,52,45,12,52,25,22,13,2,62,2,169,In relationship,PG
1587,2471,61482.0,39,48,58,68,16,66,43,0,49,0,299,In relationship,PG
1588,5892,34968.0,11,158,6,45,8,2,2,1,34,1,221,In relationship,PG
1589,2612,75794.0,33,754,160,625,63,32,48,1,27,0,1682,In relationship,PG
1590,4971,31497.0,22,108,1,28,13,1,4,2,52,1,155,In relationship,PG
1591,5185,74268.0,83,199,66,315,97,174,41,1,59,0,892,In relationship,PG
1592,10069,13724.0,43,2,7,5,2,15,27,2,26,1,58,In relationship,UG
1593,2262,45143.0,74,202,5,74,11,5,14,1,49,1,311,In relationship,PG
1594,1131,52569.0,54,85,0,3,0,0,7,0,47,1,95,Single,PG
1595,1041,48432.0,3,322,3,50,4,3,42,2,41,1,424,Single,PG
1596,24,17144.0,96,18,2,19,0,2,6,0,54,2,47,In relationship,PG
1597,3409,36108.0,68,141,8,129,3,11,47,1,30,1,339,Single,PG
1598,7022,76445.0,2,739,107,309,140,80,35,2,43,1,1410,In relationship,PG
1599,7943,36663.0,40,18,0,6,3,3,5,0,39,1,35,In relationship,PG
1600,5272,53843.0,64,378,0,88,19,4,73,1,49,1,562,In relationship,PG
1601,5453,90226.0,26,1083,108,649,253,151,108,2,58,0,2352,In relationship,PG
1602,2565,70638.0,69,1016,12,215,16,12,63,1,59,0,1334,Single,PG
1603,800,44512.0,57,23,1,6,0,0,2,1,54,2,32,In relationship,PG
1604,11092,27116.0,78,12,1,21,2,2,3,0,53,2,41,In relationship,PG
1605,5062,54072.0,71,35,0,4,0,0,0,1,51,2,39,In relationship,PG
1606,8969,71855.0,59,548,31,422,0,112,28,1,37,1,1141,In relationship,PG
1607,4656,51250.0,28,342,32,230,34,32,40,1,24,1,710,Single,PG
1608,4480,60432.0,61,365,3,15,4,3,11,0,41,1,401,In relationship,PG
1609,9971,65526.0,22,397,19,69,12,0,9,0,50,1,506,In relationship,PG
1610,6729,68655.0,95,456,19,832,75,118,38,2,26,0,1538,Single,PG
1611,1773,12393.0,38,5,6,15,11,7,13,2,36,0,57,In relationship,PG
1612,9242,64509.0,19,836,185,575,24,25,77,1,24,0,1722,Single,PG
1613,1764,33955.0,92,100,2,128,23,7,10,1,39,1,270,Single,PG
1614,6215,31353.0,24,10,0,10,3,1,7,1,37,2,31,In relationship,PG
1615,10099,55434.0,21,238,115,215,169,69,76,1,30,1,882,In relationship,PG
1616,5423,28359.0,35,6,0,5,2,1,2,1,31,1,16,In relationship,PG
1617,940,57100.0,9,158,11,99,15,11,17,0,27,1,311,Single,PG
1618,3011,69139.0,23,86,12,75,33,15,6,0,49,1,227,In relationship,PG
1619,3298,52973.0,92,856,0,76,12,9,199,2,58,1,1152,In relationship,PG
1620,8286,51717.0,55,98,1,17,0,1,5,1,49,1,122,In relationship,PG
1621,9668,18793.0,14,4,16,20,0,17,20,1,43,1,77,In relationship,PG
1622,5120,66664.0,78,398,96,447,220,96,32,2,32,0,1289,In relationship,PG
1623,6097,50664.0,64,313,8,104,6,4,126,1,55,2,561,Single,PG
1624,7019,54414.0,49,109,18,16,24,26,18,1,51,2,211,In relationship,PG
1625,7408,54549.0,8,216,2,6,0,0,9,0,62,1,233,In relationship,PG
1626,8041,47111.0,35,595,71,153,120,112,41,2,43,1,1092,Single,PG
1627,252,41003.0,11,123,133,142,71,44,88,1,51,0,601,Single,PG
1628,9986,19444.0,8,16,0,23,3,2,10,0,32,1,54,In relationship,PG
1629,3276,36301.0,53,11,12,35,3,5,12,1,38,1,78,In relationship,PG
1630,3859,73059.0,36,410,112,420,0,82,71,1,67,1,1095,In relationship,PG
1631,3570,42731.0,64,159,2,51,6,2,24,1,45,1,244,In relationship,PG
1632,3783,52854.0,43,105,0,10,0,1,0,0,55,2,116,In relationship,PG
1633,10207,22775.0,40,5,1,8,0,0,1,1,36,1,15,In relationship,PG
1634,10906,46681.0,52,269,15,69,15,19,38,1,66,2,425,In relationship,PG
1635,3427,59821.0,11,629,0,70,0,0,35,1,59,1,734,In relationship,PG
1636,5209,50002.0,21,443,5,71,21,16,82,1,60,1,638,Single,PG
1637,10711,69755.0,23,217,77,373,111,23,93,1,69,0,894,In relationship,PG
1638,10785,44078.0,17,24,1,10,2,0,4,0,45,2,41,In relationship,PG
1639,2814,30560.0,6,9,1,5,4,5,7,1,38,1,31,In relationship,PG
1640,6866,35924.0,56,8,0,14,2,3,7,0,45,2,34,In relationship,PG
1641,1665,64140.0,71,1459,0,61,0,15,215,1,50,2,1750,Single,PG
1642,6575,56386.0,51,230,48,214,13,32,75,2,33,2,612,In relationship,PG
1643,3829,24594.0,94,1,3,6,10,0,9,1,35,1,29,In relationship,UG
1644,3091,75774.0,27,340,21,134,258,14,56,0,33,1,823,In relationship,PG
1645,10141,39228.0,1,7,1,6,0,3,3,1,54,0,20,Single,PG
1646,5177,58494.0,56,298,7,68,4,0,19,1,40,1,396,In relationship,PG
1647,7005,58684.0,71,479,35,179,28,7,85,0,33,0,813,Single,PG
1648,6409,57136.0,18,267,140,599,34,12,127,1,47,0,1179,Single,PG
1649,7485,56551.0,48,67,4,32,17,2,16,0,64,2,138,Single,PG
1650,8079,22448.0,86,3,1,8,23,2,18,0,32,1,55,In relationship,PG
1651,8395,82014.0,48,980,37,265,35,163,31,2,53,0,1511,Single,PG
1652,10352,34213.0,2,50,4,28,6,3,26,2,51,2,117,Single,PG
1653,4931,157146.0,13,1,0,1725,2,1,1,1,37,0,1730,In relationship,PG
1654,13,25358.0,57,19,0,5,0,0,8,1,67,1,32,Single,PG
1655,1834,35544.0,77,30,5,23,4,1,4,0,36,1,67,Single,PG
1656,2285,36634.0,0,213,9,76,4,3,30,1,60,1,335,In relationship,PG
1657,2295,62670.0,57,539,30,92,80,46,38,0,60,1,825,In relationship,PG
1658,1378,50334.0,24,284,16,160,84,16,134,1,42,1,694,In relationship,PG
1659,2781,72066.0,55,1003,34,536,134,51,34,0,33,0,1792,Single,PG
1660,1165,50729.0,62,239,13,143,45,4,52,1,56,2,496,Single,PG
1661,1404,34916.0,89,51,23,82,33,0,42,1,46,2,231,In relationship,PG
1662,6457,64892.0,77,527,24,230,32,24,65,0,38,1,902,Single,PG
1663,2639,43602.0,45,19,5,12,10,3,19,0,48,2,68,Single,PG
1664,8299,33996.0,46,40,2,15,8,0,6,1,25,0,71,Single,PG
1665,6437,41473.0,80,21,8,20,15,3,9,1,29,1,76,Single,PG
1666,6912,63246.0,60,593,30,91,29,22,7,1,47,2,772,In relationship,PG
1667,7327,36732.0,71,21,5,3,10,1,7,1,55,2,47,In relationship,PG
1668,5299,69084.0,43,1181,107,199,39,30,30,1,44,1,1586,In relationship,PG
1669,4127,77766.0,97,1004,59,265,115,59,27,1,47,1,1529,In relationship,PG
1670,8143,37929.0,49,202,2,46,3,2,10,1,29,0,265,Single,PG
1671,1964,86610.0,66,446,107,768,33,196,53,1,63,0,1603,In relationship,PG
1672,3690,80141.0,20,1184,102,673,52,40,40,1,28,0,2091,In relationship,PG
1673,3433,72635.0,54,390,22,323,104,35,107,1,59,0,981,In relationship,PG
1674,3389,69016.0,61,726,53,363,123,107,161,2,44,1,1533,In relationship,PG
1675,4712,20193.0,18,8,8,22,24,11,9,2,23,0,82,In relationship,PG
1676,1170,27573.0,45,50,15,110,39,15,15,1,39,1,244,In relationship,PG
1677,6347,15862.0,26,1,1,4,11,9,10,1,35,1,36,Single,UG
1678,4065,49544.0,0,308,0,73,0,0,23,1,38,1,404,In relationship,PG
1679,8230,33228.0,28,22,2,31,7,4,5,0,34,1,71,In relationship,PG
1680,1215,70440.0,49,690,117,499,76,102,88,1,36,0,1572,In relationship,PG
1681,5939,38232.0,84,43,5,28,7,6,33,0,43,2,122,In relationship,PG
1682,2156,22554.0,38,27,0,10,0,0,4,2,59,2,41,In relationship,PG
1683,7788,23536.0,53,6,0,3,0,0,1,0,31,1,10,In relationship,PG
1684,10323,49413.0,88,205,7,41,3,2,46,1,62,1,304,In relationship,PG
1685,7947,42231.0,99,24,0,8,0,1,4,0,45,2,37,In relationship,PG
1686,1891,78789.0,12,667,50,850,21,83,83,2,34,0,1754,Single,PG
1687,2570,56534.0,35,691,7,61,10,0,46,1,46,1,815,In relationship,PG
1688,9256,58350.0,5,493,26,206,116,80,80,1,43,1,1001,Single,PG
1689,295,81217.0,77,493,70,324,146,40,84,1,25,0,1157,Single,PG
1690,7397,49090.0,45,494,5,82,7,0,100,1,63,1,688,Single,PG
1691,6349,61787.0,71,621,73,414,78,48,85,1,27,0,1319,Single,PG
1692,10790,18169.0,40,9,0,5,0,0,7,1,29,1,21,In relationship,PG
1693,10398,24336.0,82,1,6,2,8,2,12,2,33,1,31,Single,PG
1694,2431,18222.0,70,12,4,19,12,6,14,2,24,0,67,In relationship,PG
1695,550,62335.0,87,243,131,217,85,6,26,1,62,1,708,Single,PG
1696,1890,42033.0,95,11,1,4,2,0,7,2,43,2,25,In relationship,PG
1697,10742,86580.0,72,532,21,127,26,20,20,1,31,0,746,In relationship,PG
1698,10356,41437.0,5,29,0,2,0,0,1,2,57,2,32,Single,PG
1699,4676,73705.0,86,612,91,520,258,107,107,0,63,2,1695,Single,PG
1700,8852,61064.0,80,387,126,342,0,45,180,2,38,1,1080,In relationship,PG
1701,3565,38452.0,62,56,0,14,0,0,2,0,59,2,72,In relationship,PG
1702,5294,18358.0,49,6,8,19,16,4,4,1,25,1,57,Single,PG
1703,1958,55012.0,85,582,0,65,0,0,13,0,41,1,660,In relationship,PG
1704,7349,9722.0,7,6,17,16,6,16,42,2,41,1,103,In relationship,UG
1705,8799,38175.0,6,70,6,69,2,3,3,1,30,1,153,In relationship,PG
1706,1351,58656.0,25,962,12,194,16,24,12,2,58,1,1220,In relationship,PG
1707,1045,52117.0,55,112,10,107,30,0,20,2,49,1,279,In relationship,PG
1708,7732,64813.0,81,293,0,124,179,97,52,0,36,1,745,In relationship,PG
1709,8070,54222.0,98,199,12,31,3,12,7,0,41,1,264,In relationship,PG
1710,477,83512.0,31,1060,61,835,80,20,101,0,28,0,2157,In relationship,PG
1711,7832,77520.0,30,940,44,396,0,88,58,1,55,1,1526,In relationship,PG
1712,2202,41154.0,98,44,2,11,2,3,7,1,36,1,69,In relationship,PG
1713,7396,80398.0,92,342,51,936,207,35,26,2,48,0,1597,In relationship,PG
1714,4055,18746.0,41,2,10,11,12,9,20,0,22,1,64,Single,UG
1715,10340,35196.0,68,75,12,141,43,39,187,2,30,1,497,In relationship,PG
1716,10091,60230.0,78,520,20,367,39,81,40,1,58,1,1067,Single,PG
1717,7629,22108.0,46,5,3,9,6,2,6,0,37,2,31,In relationship,PG
1718,10640,44392.0,71,87,5,71,7,12,29,1,40,2,211,In relationship,PG
1719,3498,55424.0,6,462,61,184,10,53,107,2,38,1,877,In relationship,PG
1720,6742,17688.0,82,2,2,1,3,1,2,1,35,1,11,In relationship,PG
1721,1172,92491.0,71,979,44,935,29,25,22,1,31,0,2034,In relationship,PG
1722,569,90273.0,32,704,129,853,120,74,111,1,23,0,1991,Single,PG
1723,4686,82571.0,28,861,31,558,62,95,79,0,52,0,1686,Single,PG
1724,1381,38513.0,20,172,3,115,16,0,18,0,32,1,324,Single,PG
1725,2634,16653.0,10,5,7,31,15,4,7,0,35,1,69,Single,PG
1726,10905,42586.0,7,194,2,56,0,0,0,2,59,2,252,In relationship,PG
1727,1744,23529.0,67,9,7,13,3,2,20,1,49,1,54,Single,UG
1728,1000,74881.0,48,505,72,270,36,27,54,1,53,2,964,In relationship,PG
1729,3828,71107.0,61,533,10,217,198,174,195,1,63,1,1327,In relationship,PG
1730,8605,46910.0,36,48,0,14,0,0,6,0,50,2,68,In relationship,PG
1731,10304,18690.0,77,6,1,7,23,4,19,2,55,0,60,In relationship,PG
1732,4351,37244.0,90,18,2,10,0,0,25,1,59,2,55,Single,PG
1733,10129,82427.0,35,482,147,509,104,107,107,0,48,0,1456,In relationship,PG
1734,2499,75342.0,38,204,97,97,21,118,26,1,56,1,563,Single,PG
1735,10092,70044.0,46,1073,0,250,153,14,14,1,60,1,1504,Single,PG
1736,7500,79146.0,33,245,16,223,21,43,16,0,47,2,564,Single,PG
1737,5796,77437.0,70,560,21,442,29,44,29,1,51,0,1125,In relationship,PG
1738,10556,54984.0,51,173,13,131,32,3,6,0,55,1,358,In relationship,PG
1739,1064,42403.0,18,22,1,11,0,5,3,1,43,1,42,In relationship,PG
1740,48,55761.0,97,136,1,12,0,3,32,0,50,1,184,In relationship,PG
1741,7610,37292.0,32,275,0,86,10,23,66,1,31,1,460,In relationship,PG
1742,263,45576.0,9,56,19,29,2,14,25,0,69,0,145,Single,PG
1743,10814,70321.0,6,303,23,751,82,26,191,1,67,0,1376,In relationship,PG
1744,9710,58086.0,80,708,7,62,0,0,15,1,45,1,792,Single,PG
1745,9292,81795.0,74,324,132,693,27,118,88,2,62,0,1382,In relationship,PG
1746,10250,28389.0,49,1,5,3,7,4,8,2,67,0,28,In relationship,UG
1747,7881,66835.0,21,620,26,195,34,17,141,1,68,0,1033,In relationship,PG
1748,5847,69901.0,95,312,21,206,102,92,149,1,45,1,882,Single,PG
1749,737,80360.0,56,1493,86,454,112,43,43,1,65,0,2231,In relationship,PG
1750,3571,63342.0,48,918,21,118,13,10,21,2,53,1,1101,In relationship,PG
1751,7807,44989.0,26,98,0,106,49,10,106,2,40,1,369,In relationship,PG
1752,3878,31859.0,3,3,4,7,15,8,11,0,34,1,48,Single,PG
1753,5092,51569.0,39,380,0,47,6,0,34,1,65,1,467,Single,PG
1754,2154,30372.0,33,15,0,12,7,3,7,2,43,2,44,Single,PG
1755,5394,16014.0,42,3,9,4,7,8,7,1,35,2,38,Single,UG
1756,3798,41120.0,80,24,2,23,0,8,24,1,46,2,81,In relationship,PG
1757,3524,39763.0,9,80,1,60,4,6,16,1,43,1,167,Single,PG
1758,5247,38725.0,52,31,0,6,2,1,5,0,59,2,45,In relationship,PG
1759,5883,77981.0,78,138,120,204,16,126,60,1,42,1,664,In relationship,PG
1760,2118,62905.0,68,166,75,96,119,107,59,1,50,1,622,In relationship,PG
