,cleaned_tweet
765," LabourParty   ObiDatti023   Obidients   OBIdientlyYusful   ObidattiInLafia   obidientlagosrally   PDPRecoveryPlan   pdpcampaignflagoff   pdp   AtikuInUSA   atiku   AtikuOkowa2023  Tinubu reacts to Ifeanyi's death and prays for Davido, Chioma  "
766,"""Lagos can testify to what exactly bat has done, Nothing!!!!! But you see those in osun, Ekiti and Ibadan will keep shouting can’t you see what he is doing in Lagos""😂😂😂 Change is coming to Nigeria   PeterObiForPresident2023  Obidatti023 no blame them so are confused  "
767,Do you know why   private sector interaction with the Private Sector was not shown live on       TINUBU spoke through proxies.  TINUBU will not be C-in-C. TINUBU will be BUHARI pro-max TINUBU has nothing to offer  Manifesto  ObiDatti023  PeterObi
768,"Reward and Award are given to student that perform excellently well in their Exam,before you reward APC wth another 4yrs,check their score card. Don't reward faliure  Zenith Bank  Obidients Eko Hotel. EFCC  TakeBackNaija  PeterObiForPresident2023   ObiDatti023   OBIdientlyYusful"
769,     Obident  ObiDatti023    07018957981  
770,An obidient is Born. Welcome KORA to the family.  ObiDatti023                     
771,    Done since yesterday ma'am 🙏😢  Obident  ObiDatti023
772,     ObiDatti023   obidient Cc. 
773,        OBIDIENT   ObiDatti023  
774,     Obident  ObiDatti023    0440162897 GTB  
775,"On a trip from Osun to Warri last weekend, everyone in the vehicle I boarded was Obidient and the all have their PVCs. I am so excited because real Nigerains want  ObiDatti023."
776,We continue today. Good morning all.  Obident   ObiDatti023  Cc:   
777,  2) The Obis is a movement! It's destructive. Enigmatic. Confrontational. You take your pots with the old guards. We intend to vanquish our looters. The old guards are the lotters and the scavengers It's a shame you returned to your vormit.   ObiDatti023
778,"I no say anything, na just question, i asked for 2nd November.  Godforbid  confirmed  BATin  ObiDatti023  Tinubu  Shettima  AtikuInUSA  "
779,"If you allow yourself to be deceived a second time by whatever propagandas APC are spewing out there, you're on your own. How have they implemented what they said in 2015? Today, the want to rescue you from their won lies   VoteWisely   VotePeterObiForPresident2023  ObiDatti023"
780,Collect your PVC for new Nigeria.  TakeBackNaija  ObiDatti023  ObiDatti2023  PeterObiForPresident2023  
781,Vote wisely This is what women face in the two big political parties and by extension in government and Nigeria at large.      ObiDatti023 has provided an alternative to the narrative.  PeterObiForPresident2023 means all inclusive govt of the people.  OBIDIENTs  
782," LabourParty   ObiDatti023   Obidients   OBIdientlyYusful   ObidattiInLafia   obidientlagosrally   PDPRecoveryPlan   Amechi, Awolowo, Azikwe and others demanded Nigeria's independence from Britain - Obasanjo  "
783,This is so emotional!   Oh God! We need a replica of this in Nigeria.    PeterObi  ObiDatti023  
784,  How many power stations did he build in Lagos?  How did he advocate for 'power' to go to concurrent list?  Ameachi did in Rivers State.  PETER OBI did and there were confessions from PHCN.   PeterObi4President2023   ObiDatti023  
785, Obidatti023   OBIDIENT should start to close our accts wit  keystone bank acct.Any Bank that is blockin TBN's Bank acct should be set as an example to other Bank.  FGN's can't sanction &amp; Blockin our Bank Acct.This is the second time this APC GOV.are fighting against Nigerians  
786,"When BAD men CONSPIRE, GOOD men COMBINE.  ObiDatti023  OBIdientlyYusful  PeterObi4President2023  Keystone Bank yyyyy?"
787,"BABTUNDE FOWLER, former FIRS boss was the PROTEGE of TINUBU. Remember, he was removed and probed for CORRUPTION.  VOTE WISELY.. VOTE LP FOR PRESIDENT for the real fight against CORRUPTION.  PeterObi4President2023  ObiDatti023"
788,Peter Obi to release 7 point agenda today    confirmed  TakeOff  RIPTakeoff  IfeanyiAdeleke  ifeanyiisalive  ObiDatti023  PeterObi4President2023  
789,Reminder: Peter Obi is the next President of Federal Republic of Nigeria!   VotePeterObiForPresident2023   ObiDatti023   ObiDatti2023   Obidients
790,I am Baby Mildred I support and promote Mr Peter Obi  . Please like and share the video.  ObiDatti023 2nd November  StopthePropaganda  chefchi  30BG CCTV Davido Infeanyi Shettima Daniel Regha Dbanj Group D  
791,"  Oga your lie is smelling 🤣🤣 We are not even voting for the ruling party in our state not to talk of APC, take your lie somewhere else..  ObiDatti023   obedient"
792,"The only Time a president hopeful have to show us he understands HIS own DREAMS and VISION in every Sector of the economy is now. Not when anything goes wrong in TECH sector , he will say “Oh,I didn’t say that, it was a boy who promised that”  PeterObi is better  ObiDatti023  "
793,"  When u see the goat wearing pants, it is ashamed of the dog not to see her underwear  __Tinubu Another one he blasted during the meeting 😂😂 Both PDP&amp;APC have failed woefully. We're all going2vote them out com 2023. ,  OBIdientlyYusful  ObiDatti023  Obidients  Obidientspace"
794,"If you never collect ya  PVC  u ar a witch 🤣🤣🤣🤣, please guys be  OBIdientlyYusful cuz comes 2023 Na for  ObiDatti023  voteObiDattitoSaveNigeria ♥️♥️♥️  "
795, Obidients  PPGN OYOSTATE is taking this to the next level by getting the highest vote for   comes 2023 through our day to day grassroots mobilization. We plan to tour round the state and bring people together  ObiDatti023           
796,FGN's Sanctioning and blocking of   Bank Account is another display of unjustifiable recklessness in governance. Our citizens MUST not be intimidated for what they believe in.    we know in 2023.  FreeTBNaccount  ObiDatti023
797,With some Obidient at LafiaRally over the weekend. It was all fun!!!                           ObiDatti023  PeterObiForPresident  PeterObi4President  Obidientspace  
798,What a testimony.   is obviously sincere if we look critically devoid of tribe and religion.  ObiDatti023  ifeanyi  
799,"When u see the goat wearing pants, it is ashamed of the dog not to see her underwear  __Tinubu Another one he blasted during the meeting 😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣  ObiDatti023  OBIdientlyYusful  PeterObi4President2023      "
800,"  When you hear Vote wisely, it means Vote Labour party,  ObiDatti023. Competence, character and integrity lives here.  "
801,"Hon. Osita Eze at the Enugu west Campaign Flag off, Nsude together with other  candidates were present as the Incoming Governor of LP Enugu, Barr. Chijoke Edeoga shares his vision and projects.  LabourParty  OBIdient  obidatti    odeoga  osita  ObiDatti023  "
802,We can't loose by a point. We're not Liverpool. Let's keep the momentum going.  ObiDatti023
803,Vote PETER OBI FOR PRESIDENT  ObiDatti023
804,Happy new month to the Obidient family👨‍👩‍👦👨‍👩‍👦 and everyone who wishes Nigeria's progress...   30GB• Davido• Shettima• Dbanj• Wicked• Rain• Kano• Makinde• 2nd November • Tinubu• instablog• MC Oluomo•  chefchi  ObiDatti023  
805,Let us take back our country. A new Nigeria is possible  Obidatti023  
806,"Tinubu and APC are very good in divide and rule, When CAN rejected them, they arrange fake bishops Now Afenifere rejected them, they go for retired Afenifere..  that is what they called RENEWED HOPE😂🤣🤣  ObiDatti   ObiDatti023"
807, ObiDatti023 Let’s all start praying ‘God should turn the counsel of the our oppressor to a blessing for our candidate. May they all fail in Jesus name!” All we need now it to start walking up to those who still believe in tribal or ethnic politics and convince them.✌️ 
808,                          It's better to post a link to d news rather than posting pictures &amp; headlines which can be faked by anyone.  I think we should do better than APC guys who likes this kind of post and headlines to spread mischief. We are better than this.  Post the link to the news  ObiDatti023
809,"  Thanks to God, that Reno is learning to change his ways, especially painting white black. Vote wisely  PeterObi4President2023   ObiDatti023"
810,    Vote wisely my people. Don't go for a packaged incapacity. Go for real visible capacity to deliver... Vote wisely!   PeterObi4President2023   ObiDatti023
811, ObiDatti023  Good morning everyone.
812,"KEYSTONE BANK IN CONNIVANCE WITH APC GOVERNMENT HAS STARTED ANOTHER FIGHT OF SHAME WITH NIGERIA YOUTHS, PEOPLE AND SUPPO GROUPS, BY CLOSING THE GRASSROOT GO FUND ME ACCOUNT OF   SIMPLY BECAUSE THEY SUPPO THE UNMATCHABLE  DUO OF  ObiDatti023.LET IT BE ON RECORD!  "
813,My people una don hear am from the horses mouth chaiiii please vote wisely  Obidatti023  
814,"Any public institution that becomes a tool in the hands of the ruling party to reck havoc against the youths of this country must pay dearly.  I will close down my account with any bank, that condescends this low.   WeCantContinueLikeThis   ObiDatti023       "
815,We have verified it..... Oooobi na man you be 😂😂😂😂  ObiDatti023  OBIDIENT  TakeOff  
816,Make agbado boys come defend this one na. Them go dey alwaysbuse style change subject.   confirmed  TakeOff  PeterObi4President2023  ObiDatti023  
817,We dey complain say everything don rise Na him you still get mind they tell us say everything shall rise 😭😭😭😭😭  ObiDatti023 I stand 💯💯💯✅  
818,    We dey complain say everything don rise Na him you still get mind they tell us say everything shall rise 😭😭😭😭😭  ObiDatti023 I stand 💯💯💯✅
819,Affirmations Double tap/ Take a deep breath! Comment with an Emoji🙌📩 ! ! ! ! !  davisokpe  travelmotivation  affirmationswork  affirmativeaction  cyprus  lefkoşa  lefke  ciu  blisslife   wealthaffirmations  lagoswives  affirmationoftheday  benuestate  abujaconnect  Obidatti023  
820,With no apologies; We are vehemently  OBIDIENT A true Obidient will not pass this account without following.  OBIDATTI  OBIdientlyYusful  ObiDatti023  PeterObi4President2023  PeterObi  obidientlagosrally  
821,"Dear Nigerians, agbado says he will not visit the SouthEast because he knows they will not vote for him. But Peter Obi is visiting all parts of Nigeria whether they are voting for him or not for the sole purpose of uniting Nigeria. Peter Obi is a good leader indeed.  ObiDatti023  "
822,"While APC are busy buying endorsement, Peter Obi is going about meeting leaders and sharing is Pact with NIGERIA for a better NIGERIA. The difference is clear!!!  ObiDatti023"
823,"The solution to Nigeria failure is for each regions to self determine.  BAT2023,  ObiDatti023 or  AtikuOkowa2023 will only make it worst."
824,Lack of leadership results in chaos like this........ ObiDatti023  
825,This is the tactics of a bunch of failed old and outdated folks destroying the collective good of the country by trying desperately to cling on to power. They shall fail woefully.   ObiDatti023 are coming to rescue the country.  
826,This is the tactics of a bunch of failed old and outdated folks destroying the collective good of the country by trying desperately to cling on to power. They shall fail woefully.   ObiDatti023 are coming for the rescue.  
827,Nigeria is irredeemable if by 2023 we fail to elect credible and competent leaders like Peter Obi.  Obidatti023
828,    This one no hold water na you guys have nothing on this man why do you want this country to be better we can never go back to the regular business  ObiDatti023   obiiscoming
829,"I said it before ,APC will draw blood b4 they give up power! We must be ready to fight this devilish govt tooth and nail!   just froze the account of   a grassroots support movmnt 4 Peter obi! This is unacceptable and must be called out!  ObiDatti023  "
830,Nigerian government let people work for their candidates and give a fair ground for election. Stop the bullying!!!!  VotePeterObiForPresident2023  TakeBackNaija  OBIdientlyYusful  ObiDatti023  OBIDIENT  
831,"""The money you want is in other people's pockets. Your job is to find a way of taking that money from their pockets and put into your pockets without breaking the law.""   confirmed  ifeanyiisalive  chefchi  ifeanyi  instagramdown  ObiDatti023"
832,"  went on air to impress his viewers by asking Tinubu to come to Arise tv for media interaction about a week ago but today, his employer went to listen to the Jagaban at Eko Hotels.   ObiDatti023  ABAT2023"
833,  We are Labour Party Thank You for Proclaiming our Victory😊  Obidatti023  
834,Go and Get your  PVC  Vote  ObiDatti023  
835,We've animals presiding over the affairs of this great country!!  Nigeria will prevail against its enemies!! 🇳🇬🇳🇬   TakeBackNigeria!!  StopImpunityInNigeria!!!  Obidatti023!!!!  
836,"Remember Saul looked like a perfect king, but God later regretted making him king. Pray for Obi, pray for BAT ( if that is your choice. But most importantly pray for Peter Obi and his vice   ObiDatti023  Obidients  PrayforObi  "
837,"  That shouldn't bother u, boss.  Bcos Peter Obi is our next president..  ObiDatti023"
838,Federal Government has blocked  TakeItBackNigeria keystone bank account. Because this accounts receive funds for  ObiDatti023 grassroots mobilization.   confirmed we need a Crypto wallet now...  Injustice can not be allowed to breed
839,      Yes Boss I just doubled my campaign for Peter Obi here In the North. We are coasting to victory bcos the reception has been massive.  ObiDatti023 ✊
840,    Why have they not helped  buhari to turn it since me I tire ooh? This time around we all have gotten sense  ObiDatti023  OBIdientlyYusful
841,   ObiDatti023 all the way
842,Do not waiver my friends Resistance becomes pride and struggle becomes victory   ObiDatti023
843,"I just asked myself a question on the real reason am supporting PeterObi. Yours truly can boldly say that my support is borne out of competence, capacity and character which is what nigeria needs now.  One can't lie to himself/herself.  ObiDatti023 is best ticket for nigeria."
844,"The truth is that if you are not an ethnicist, religious bigot, a thief, corrupt individual and part of the evil establishment, you will like Peter Obi and easily know he is the best man for the job... ObiDatti023"
845,  Hahahaha I see now that Atiku has sacked   or better still upgraded your pay to go head on. Nice one keep helping us to promote our incoming president   .  ObiDatti023  PeterObi4President2023  OBIdientlyYusful
846,"  Vote Mama, Papa and Pikin   ObiDatti023  "
847,Investing in an MI ratio.    ObiDatti023  Obidients  OBIDIENT  
848,  OBIDIENTS and YUSFULL  ObiDatti023  LabourParty
849,This one came home…✅✅   slay_jimmy  Osimhen  mrbayo  ekitipikin  ObiDatti023  Asake  
850,"Dear Obidients. When people are intimidated by your strength and progress, they’ll try to tear you down and break your spirit. Remember, it is a reflection of their weakness,. The time is fast spent, election is around the corner. Tell Nigerians about  ObiDatti023. Labour Party"
851,"    Your face show, your shoe shine. God bless you my President. See as you fine con dey healthy. No be all those semi to pafuka wey dem dey package for us.  ObiDatti023  obedient  PeterObi4President2023  chefchi"
852,    E lo fokan bale  ... 😊  ObiDatti023
853,     Obidients   ObiDatti023  data is life  
854,OBIDIENT IS BETTER THAN SACRIFICE  Obidients  ObiDatti023
855,The constitution states it clear that the president must write the national assembly and transmit power to the vice president.  Rather na   them write to tall us on twitter that the president don japa go hospital 4 London.  Anyways VOTE LP FOR PRESIDENT  ObiDatti023
856,Today politics  ObiDatti023  Obidients  pdpcampaignflagoff  Nigeria  politics to stop PDP from bring out strong candidate to opposed their Northern candidate.Atiku is just there to confuse PDP to give APC a victory but thanks to God Obi surface to scatter their plans....
857,TODAYPOLITICS.  ObiDatti023  Obidient  pdpcampaignflagoff  Niger politics Since the days of Atiku after his vice presidential Season.... northern elite has been using him to win election for the Northern candidate and to achieve their selfish interest. And they has been using him
858,"  I thought sanwolu bought new fire fighter trucks and more personnels.  Abi na just TV shows?  Oh sorry Tinubu forgot to build ""road network"". As Lagos was bush before he came as they said.  Oh sorry, it was PETER OBI that won the ""state with highest road network""  ObiDatti023"
859, ObiDatti023    
860,"Money on my mind,  ASUUstrike   EndsarsMemorial2  ObiDatti023  "
861, ObiDatti023 this and  GoAndCollectYourPVC should be trending everyday.  
862,"Election buying will be expensive come 2022 because of obi in the picture, if obi fail to win then the suffering will be worse.  ObiDatti023  OBIdientlyYusful  ifeanyiisalive  BAT2023  AtikuOkowa2023"
863,"What did Agbado discussed with the business community in Lagos today? How he share Agbado and cassava to them or what? I saw a video of him just shaking trying to grab a file and I was like, who did we offend?   ObiDatti023"
864,"Wix Trends | BUSTED: PHOTOS of Kogi state politician arrested with cash of N326m and $610,500 -   Adeleke Davido CCTV Ikoyi Magodo Quavo Tejuosho Black Tuesday Deborah Ghana Instablog Daniel Regha Supreme Court Dbanj Lagos state obidient  ObiDatti023 tinubu"
865,    We already know his plan. Vote wisely  ObiDatti023  
866,Labour is leading a disruption from old system of political leadership. Our electoral strategy is to ensure young people vote &amp; protect their votes on election day. - Prof. Pat Utomi on Channelstv    PeterObi4President2023  ObiDatti023   Obidients   OBIdientlyYusful  
867,         ObiDatti023
868,"  Lie.... I find it so hard to believe, the memories of 2015 re much alive as who said them is contesting now  ObiDatti023  BAT2023"
869,"    Wao. What a great performance, a candidate well accepted ♥️  ObiDatti023 the men for the job"
870,"I donated to   and  ObiDatti023 campaign.   are you the same as   ? If not, I want to donate as well. I prefer to remain anonymous. Thanks.  "
871,so so true  ifeanyi  ObiDatti023  ifeanyiisalive  
872," Godabeg EACH TIME I WATCH THIS VIDEO, I QUICKLY SAY A BIG NO TO APC AND PDP. WE WILL NEVER REPEAT THE SAME MISTAKE AGAIN.  ObiDatti023  Obidients  OBIdientlyYusful  PeterObiForPresident2023  PeterObiForPresident  PeterObi4President  TakeBackNaija  PeterObi4President2023"
873, Tinubu  ObiDatti023  teslaaiday  PodcastAndChill dad Zara  
874,GOD Abeg 🙏🙏🙏🙏  Dear brothers and sisters please go and pick your PVC  and  TakeBackNaija   ObiDatti023   LabourParty  VotePeterObi  OMo See Face 👀  
875,"Women inclusion, don't just say it live it.  ObiDatti023  "
876,     ObiDatti023   Obidients  
877,"  Criticisms &amp; insult has no tin line.  But since you are a well known barawo, why wouldn't you work hard for thieves to take over government.  But bucket dey for you to cry in come 2023.  PeterObi4President2023   ObiDatti023  VOTE    'LP'    FOR PRESIDENT."
878,Why is it that Police will always carry relations to who is in their custody to one side. Police na lawyers?  ObiDatti023
879,    follow for follow n drop your handle. Even   recognizes the authenticity of  ObiDatti023  OBIdientlyYusful movement.
880,Champaign for a few or good water for all; we've got to decide.  I stand with  PeterObiForPresident2023  ObiDatti023  
881,Agbado shaking Candidate         🤣🤣🤣 so this is what the Agbado   is packaging for One Nigeria 🇳🇬. Chai  confirmed  TakeOff  chefchi  ifeanyi  MONEY  LekkitollgateMassacre  ObiDatti023  OBIDIENT  
882,"First 100 Twitter handle to follow, drop your handles let's follow each other for  ObiDatti023"
883,"These guys look very scary, and from their pronouncements they lack emphaty And kind emotions and may be worse than the current  dictator God please help us not to make the wrong Choice Amen  ObiDatti023            "
884,The Gospel Of Peter Obi is being preached in Edo communities through grassroot Evangelism.  Converting souls for Good governance.  Deborah •  ObiDatti023 •  Nanny •&gt; Black Tuesday • Linda Ikeji • Supreme Court • Lagos State  
885,    Seems you kleptocrats ain’t ready yet for the  ObiDatti023 tsunami coming to sweep y’all off your feet. The masses will shock y’all. I pray God will preserve you &amp; your principal till then to behold your imminent disgrace. Watch out!
886,"Afenifere Leader, Pa Ayo Adebanjo, counters claims that Fashoranti's endorsement of Tinubu has downgraded the early endorsement of Obi emphasizing that the move to support Obi is Sacrosanct.   PeterObiForPresident  ObiDatti023  Obidients    "
887,  My birthday month  obidatti023
888,"      We Yorubas will not vote for Tinubu, our vote is for  ObiDatti023"
889,"For one who travels a lot, I can confirm that, Kaduna and Bauchi has the best suya (roasted meat) in Nigeria.  Kaduna for Chicken and Stick flakes suya.  Bauchi for Balango 🙌   chefchi  ObiDatti023  "
890,     ObiDatti023  OBIDIENT  Airtel Please I need it
891,The hope of a New Nigeria❤❤❤ H.E   is the next President of Nigeria 🙌🙌🙌  ObiDatti023  PeterObi4President2023  
892,Data received thank you God bless the sponsor     ObiDatti023   Obidients  
893,    Following with notification ON ✅  Obidients   ObiDatti023  
894,"  I dare u.. , if u and ur agbado drug lord are brave, I dare him to come on Arise tv for a live interview. If u guys are brave and have balls, please accept this challenge, but if u all are cowards, ignore this and stop nagging like a pregnant dôg Thank u.  ObiDatti023"
895,    Much love...  obidatti023  Obidients  Cc: 
896,"Dear Nigerians, agbado says he will not visit the SouthEast because he knows they will not vote for him. But Peter Obi is visiting all parts of Nigeria whether they are voting for him or not for the sole purpose of uniting Nigeria. Peter Obi is a good leader indeed.  ObiDatti023"
897,40 handles picked. Once I'm done crediting them. I'll continue.......... picking.........  ObiDatti023   Obidients  Cc:   
898,Batch D 40/100                               Kindly dm your number and network.  Cc:    ObiDatti023   Obidients
899,Batch C. 30/100                               Kindly dm your number and network. Cc:    ObiDatti023  Obidients
900,My 3rd book. Learn Company Registration and Regulatory Compliance Processes. A do it yourself Manual.  obidattiway  ObiDatti023  Obidients  OBIdientlyYusful  ObiDatti2023  OBIDIENT  
901,  Obi is a spoiler that will displace Atiku and Tinubu for sure...He will bring their end including PDP and APC  ObiDatti023   PeterObiForPresident
902,Make una shine una eyes ooo come 2023... ObiDatti023  OBIdientlyYusful  all the way 🇳🇬🌹♥️💯  
903,Vote out these ancestors now!!!!  voteapcout  VotePeterObiForPresident2023   ObiDatti023  
904,NIGERIANS are not ALBINO RATS for POLITICAL AND ECONOMIC EXPERIMENTS....is time for a leader to take us out of these POVERTY and only  ObiDatti023 can save us
905,  who cares about endorsement at this time ... thr youths have chosen and so shall it be  OBIdientlyYusful   ObiDatti023
906,Oh yes!   will definitely make a huge impact in the 1st one year in office. I know this for sure and I can proudly beat my chest to this.  ObiDatti023   VotePeterObiForPresident2023  
907,"No amount of POLITICAL SURGICAL PROCEDURES can extricate Peter Obi's ""Opposers"" from the depth of BAD GOVERNANCE in Nigeria.    ObiDatti023 Prophecy Nannies Eniola Badmus Supreme Court Rinu  Chefchi Lagos State  "
908,The body language of ATIKU  shows..... ‘my people in the north will vote me despite all odds’.... tell him is no longer business as usual  ObiDatti023
909,Has BUHARI changed the fate of the young Fulani/Hausa almajiri boys in Katsina state....don’t think ATIKU will do any better...it’s no longer about RELIGION OR TRIBES but the man with the VISION  ObiDatti023
910,"Musa don hire DJ Obi to play our favorite song. ""Gaba Gaba Obi"". Musa doesn't have any Job for now except advertising Labour Party in Gombe. Support musa in his grassroots approach for  ObiDatti023. Your 1k will go a long way, I had to pay DJ Obi 10k.  "
911,People are looking for food to eat .... floodwaters covered almost all SS states but the president is going for routine medical checkups in London not even a word of hope uttered to placate their pains and agony..... ObiDatti023
912,The situation of the country is pathetic and the old order thinks 2023 will be business as usual.....NO SIR something must give by NEXT YEAR  ObiDatti023
913,HAPPY NEW MONTH  ObiDatti023   OBIdientlyYusful   Obidients  
914,Everyone who mean well for this country must move with the times from the old and dying parties of PDP and APC into Labour Party and vote for    in order to rescue the country.  ObiDatti023 are coming to rescue Nigeria  
915,Fresh Troubles for Tinubu as court okays Certificate Forgery Case |       How will you defend your candidate?     BAT23         ObiDatti023   Obidients
916,Let love lead. ❤🇺🇲.  Happy New Month.  IGBO  Nigeriadecides2023  ObiDatti023  OBIdientlyYusful  USA  Scholarship  grace  Anambra  HopeAgain2023  JournalismIsNotACrime  
917,With love from my people   nupe   Nigerstate   ObiDatti023   PeterObi4President2023  
918,We got to make it right come 2023. Vote labour party  Vote Peter obi   PeterObi4President2023   ObiDatti023   OBIdientlyYusful   confirmed  
919,"With the CREATIVE DESTRUCTION of the POLITICAL STRONGHOLDS of Obi's ""Oppossers"",the supposedly called leading political parties has been seen to be stagnating and declining in their Plan Pay-Offs   ObiDatti023 Prophecy Nannies Eniola Badmus Supreme Court Rinu  Chefchi Lagos State  "
920,"Peter Obi has broken into the UNTAPPED POLITICAL SPACE since 1999,and he has created an UNCONTESTABLE POLITICAL SPACE that has made the COMPETITIONS from his ""Opposers"" IRRELEVANT and unappealing   ObiDatti023 Prophecy Nannies Eniola Badmus Supreme Court Rinu  Chefchi VI Lagos  "
921,"I now know why Peter Obi have to delay the release of his manifesto. Imagine, do you think APC/PDP guys wouldn't have stolen some good things to add to theirs?  They are jealous of the manifesto especially because an average person can understand it.  ObiDatti023  Obidients  obi"
922,   Good day sir  It’s better to arrange funds for your party people. Show little support to your people please so we won’t ruin everything we are working for. Please  ObiDatti023  Obidients  OBIdientlyYusful  obikin  OBIDATTI
923,   ObiDatti023
924,20 handles picked. Once I'm done crediting them. I'll continue.......... picking.........  ObiDatti023   Obidients  Cc:   
925,Batch B 20/100                              Kindly dm your number and network.  Cc:    Obident   ObiDatti023
926,Batch A 10/100                               Kindly dm your number and network.  Cc:    Obidients   ObiDatti023  
927,APC asked us to stone them if they don't perform. Yet our camp is now divided to do the needful......  ObiDatti023  
928,    Following✅✅        Come and represent the most viable movement💪💪   Obidients   Obidients   Obidients   Obidients  ObiDatti023  
929,"The worst mistake we have made as Nigerians is electing president Buhari as a President. Lesson learned, not anymore.  ObiDatti023"
930," ObiDatti023 if voted in will Unite  Nigeria , Quench Insecurity, Destroy Corruption , Bring Sanctity to our Nation and Develop our Economy technologically. This is the real deaL        "
931,"Indeed they kept to this promise ""A meal a day""  ObiDatti023  manifesto  Buhari  Tinubu  "
932,"Gov okowa has ordered the removal of all Peter Obi billboards in Delta state,Michael Tidi warri south local govt chairman refunded the cash and was present at the removal of the billboards.There's a reason this politician are scared  ObiDatti023  Obidients  2023elections  "
933,GOD bless Pa Adebanjo       God please make       ObiDatti023  OBIdientlyYusful  LabourParty  AfenifereHasSpoken  HopeAgain2023  Manifesto
934,  is spitting fire on     Who is watching?  AfenifereHasSpoken  Afenifere  LabourParty  apcfailednigeria  TINUBUISBAD  ObiDatti023  OBIdientlyYusful
935,"If you don’t have a PVC ,Here’s how you can support   OBIDIENT  ObiDatti023   You can do your quota by registering as an ADHOC staff . All hands on deck !!   Please read and share!! No PVC? No problem !! You are valid!   chefchi Linda ikeji dbanj vi Lagos Adeola odeku prophecy  "
936,Breaking: The incumbent lawmaker representing Idemili South constituency in the Anambra state house of assembly officially joins   Party.  Labour Party! Forward Ever!! More details soon.   ObiDatti023    
937,Where is    today? My low key president at Tortiv palace for a crucial meeting.  PeterObi4President2023  ObiDatti023  OBIdientlyYusful  OBIDIENT  
938,"  We all are voting for  .  Next time you make it singular(like you're the only person that knows and deserves good thing), I'll sue you for trying to highjack our collective resources -abi you never know say  ObiDatti023 is the only national cake that will reach all?🔨✍"
939,Make una help me. El Rufai and Aki and Pawpaw who tall pass? See as the man hang for chair.😂😂😂😂😏  ObiDatti023  ifeanyi  PodcastAndChill  confirmed  
940,I noticed how other presidential candidates are trying to keep up with   and  ObiDatti023 supporters and campaigns.  This election would be a different ball game.
941,  Atiku looted enough money 💰 for a lifetime of presidential aspirations. He’s been on it since 1993 he will still fail for the 7th times   ObiDatti023 all the way  Ọga émé há voom na anya!
942,"  Nothing is left in you if you supported GEJ and supporting Atiku too. You are now finished, used, and your matter closed 🔐 and sealed forever.  Now is  ObiDatti023 ."
943,Avoid Edu you no gree now you don see your life! 70years old man they have left you behind.  ObiDatti023  LabourParty  
944,    Following.      .     OBIDATTI   ObiDatti023  
945,"Obidient Women Network (OWN4PO) letter of recognition by Labour Party.   Thanks to our capacity National Coordinator   &amp; all Excos.  ObiDatti2023 Presidency is a win 4 Nigeria   LP Forward Ever,  Forward Ever,  Mama, Papa, Pikin   Signed  PRO  ObiDatti023  "
946,                    DEAR OBIDIENTS GET UR PVC &amp; WE NID MORE GRASSROOTS CAMPAIGN TO AT TRENCHES &amp; RURALS.  ObiDatti023  PeterObi4President2023  Lagos  
947,"      So his state is not party of Nigeria. Tomorrow you will come here to preach one Nigeria 🇳🇬. If you think the president of Nigeria is subject to some set of people, it’s better Nigeria go their separate way.  ObiDatti023"
948, PeterObiForPresident  ObiDatti023  
949,"People don't vote their reality, they vote their dreams   ObiDatti023  ifeanyi  APC  LP  Nigeria"
950,  please kindly help me with 5k boss's 😭😭😭🙏🏾  ObiDatti023
951,Social media has install four presidents for the past 2 years.....pls my fellow OBIdients we can do the same in Nigerian  ObiDatti023  OBIDattiManifesto  
952,  U have done very well   ObiDatti023
953,Amen💔🖤  ObiDatti023  BlackNovember  
954, Obidatti023  PeterisBetter  
955,"Affiliate marketing and once once boom from sporty person for craze not be lie, I really pray all this ends soon na I crave for an Obi presidency he will provide electricity and creates job only this two and security I don de okay vote wisely vote  ObiDatti023"
956,   ObiDatti023   Obidients
957,National Council on Skills Moves to Bridge Graduate Skill Gaps   via    ObiDatti023  ifeanyi  OBIdientlyYusful  Obidient  Tinubu  TinubuShettima2023  AtikuInUSA  AtikuOkowa2023  Atiku  atikuisourchoice2023  getit4me
958,    So help us God🙏  ObiDatti023
959,Imagine 🤓🤓 My first time of perusing any book concerning campaigns.  ObiDatti023 na you do this one oo  
960,"Brasil Did it, Kenya Did it, Zambia Did it, Lesotho Did, and Nigeria is not an Exception, We will and must do it in 2023, Peter Obi a once unpopular candidate will be President of Nigeria come 2023.   Black November • Negligence • Afenifere • Insensitive  chefchi  ObiDatti023  "
961,Is indeed a sad news😭😭. But what shall we say. My condolences to the Family of David Adeleke.  ifeanyi  confirmed  ObiDatti023  
962,"The movement keeps expanding, so I thought we needed an extension. The Annex is 30% away from reaching our overall taste, but the administration of   Akwa Ibom state is already up and running from here.    Obidatti023  AkwaIbomTwitter  "
963,"If only the APC has just done a maintenance job for all these yes, we would have been better than where we are. They promised $1 to N1 from $1 to N180, its now $1 = N800 Only a heartless vote goes to the APC.  ObiDatti023  "
964,That is only project APC signed that Is working well and in their way to sign another contract with BAT for monthly medicals in UK.   Votewisely  ObiDatti023  
965,It's our turn next...🙏🏾   ObiDatti023  
